dham,date,month,day_of_week,day_of_season,is_weekend,is_festival,weather_code,pass_quota_pct,crowd_level
badrinath,2018-05-22,5,1,22,0,0,0,0.4658,Medium
yamunotri,2018-05-23,5,2,23,0,0,0,0.4431,Medium
gangotri,2018-05-23,5,2,23,0,0,0,0.4431,High
kedarnath,2018-05-23,5,2,23,0,0,0,0.4431,Medium
badrinath,2018-05-23,5,2,23,0,0,0,0.4431,Medium
yamunotri,2018-05-24,5,3,24,0,0,0,0.4612,Medium
gangotri,2018-05-24,5,3,24,0,0,0,0.4612,Medium
kedarnath,2018-05-24,5,3,24,0,0,0,0.4612,Medium
badrinath,2018-05-24,5,3,24,0,0,0,0.4612,Medium
yamunotri,2018-05-25,5,4,25,0,0,1,0.4959,Medium
gangotri,2018-05-25,5,4,25,0,0,1,0.4959,Medium
kedarnath,2018-05-25,5,4,25,0,0,1,0.4959,Medium
badrinath,2018-05-25,5,4,25,0,0,1,0.4959,Medium
yamunotri,2018-05-26,5,5,26,1,0,0,0.6275,High
gangotri,2018-05-26,5,5,26,1,0,0,0.6275,High
kedarnath,2018-05-26,5,5,26,1,0,0,0.6275,High
badrinath,2018-05-26,5,5,26,1,0,0,0.6275,Medium
yamunotri,2018-05-27,5,6,27,1,0,0,0.8966,High
gangotri,2018-05-27,5,6,27,1,0,0,0.8966,High
kedarnath,2018-05-27,5,6,27,1,0,0,0.8966,High
badrinath,2018-05-27,5,6,27,1,0,0,0.8966,High
yamunotri,2018-05-28,5,0,28,0,0,1,0.5937,Medium
gangotri,2018-05-28,5,0,28,0,0,1,0.5937,Medium
kedarnath,2018-05-28,5,0,28,0,0,1,0.5937,Medium
badrinath,2018-05-28,5,0,28,0,0,1,0.5937,Medium
yamunotri,2018-05-29,5,1,29,0,0,0,0.6417,Medium
gangotri,2018-05-29,5,1,29,0,0,0,0.6417,Medium
kedarnath,2018-05-29,5,1,29,0,0,0,0.6417,Medium
badrinath,2018-05-29,5,1,29,0,0,0,0.6417,Medium
yamunotri,2018-05-30,5,2,30,0,0,0,0.5018,Medium
gangotri,2018-05-30,5,2,30,0,0,0,0.5018,Medium
kedarnath,2018-05-30,5,2,30,0,0,0,0.5018,Medium
badrinath,2018-05-30,5,2,30,0,0,0,0.5018,Medium
yamunotri,2018-05-31,5,3,31,0,0,2,0.606,Medium
gangotri,2018-05-31,5,3,31,0,0,2,0.606,Medium
kedarnath,2018-05-31,5,3,31,0,0,2,0.606,Medium
badrinath,2018-05-31,5,3,31,0,0,2,0.606,Medium
yamunotri,2018-06-01,6,4,32,0,0,0,0.6238,Medium
gangotri,2018-06-01,6,4,32,0,0,0,0.6238,Medium
kedarnath,2018-06-01,6,4,32,0,0,0,0.6238,High
badrinath,2018-06-01,6,4,32,0,0,0,0.6238,Medium
yamunotri,2018-06-02,6,5,33,1,0,1,0.8371,High
gangotri,2018-06-02,6,5,33,1,0,1,0.8371,High
kedarnath,2018-06-02,6,5,33,1,0,1,0.8371,High
badrinath,2018-06-02,6,5,33,1,0,1,0.8371,High
yamunotri,2018-06-03,6,6,34,1,0,0,0.5619,High
gangotri,2018-06-03,6,6,34,1,0,0,0.5619,High
kedarnath,2018-06-03,6,6,34,1,0,0,0.5619,High
badrinath,2018-06-03,6,6,34,1,0,0,0.5619,High
yamunotri,2018-06-04,6,0,35,0,0,0,0.4571,Medium
gangotri,2018-06-04,6,0,35,0,0,0,0.4571,Medium
kedarnath,2018-06-04,6,0,35,0,0,0,0.4571,Medium
badrinath,2018-06-04,6,0,35,0,0,0,0.4571,Medium
yamunotri,2018-06-05,6,1,36,0,0,0,0.7272,High
gangotri,2018-06-05,6,1,36,0,0,0,0.7272,Medium
kedarnath,2018-06-05,6,1,36,0,0,0,0.7272,Medium
badrinath,2018-06-05,6,1,36,0,0,0,0.7272,Medium
yamunotri,2018-06-06,6,2,37,0,0,1,0.4759,Medium
gangotri,2018-06-06,6,2,37,0,0,1,0.4759,Medium
kedarnath,2018-06-06,6,2,37,0,0,1,0.4759,Medium
badrinath,2018-06-06,6,2,37,0,0,1,0.4759,Medium
yamunotri,2018-06-07,6,3,38,0,0,1,0.5083,Medium
gangotri,2018-06-07,6,3,38,0,0,1,0.5083,Medium
kedarnath,2018-06-07,6,3,38,0,0,1,0.5083,Medium
badrinath,2018-06-07,6,3,38,0,0,1,0.5083,Medium
yamunotri,2018-06-08,6,4,39,0,0,2,0.5335,Medium
gangotri,2018-06-08,6,4,39,0,0,2,0.5335,Medium
kedarnath,2018-06-08,6,4,39,0,0,2,0.5335,Medium
badrinath,2018-06-08,6,4,39,0,0,2,0.5335,Medium
yamunotri,2018-06-09,6,5,40,1,0,0,0.6413,High
gangotri,2018-06-09,6,5,40,1,0,0,0.6413,High
kedarnath,2018-06-09,6,5,40,1,0,0,0.6413,Medium
badrinath,2018-06-09,6,5,40,1,0,0,0.6413,High
yamunotri,2018-06-10,6,6,41,1,0,0,0.6472,High
gangotri,2018-06-10,6,6,41,1,0,0,0.6472,High
kedarnath,2018-06-10,6,6,41,1,0,0,0.6472,High
badrinath,2018-06-10,6,6,41,1,0,0,0.6472,High
yamunotri,2018-06-11,6,0,42,0,0,0,0.7091,Medium
gangotri,2018-06-11,6,0,42,0,0,0,0.7091,Medium
kedarnath,2018-06-11,6,0,42,0,0,0,0.7091,Medium
badrinath,2018-06-11,6,0,42,0,0,0,0.7091,High
yamunotri,2018-06-12,6,1,43,0,0,0,0.4377,Medium
gangotri,2018-06-12,6,1,43,0,0,0,0.4377,High
kedarnath,2018-06-12,6,1,43,0,0,0,0.4377,Medium
badrinath,2018-06-12,6,1,43,0,0,0,0.4377,Medium
yamunotri,2018-06-13,6,2,44,0,0,2,0.5538,Medium
gangotri,2018-06-13,6,2,44,0,0,2,0.5538,Medium
kedarnath,2018-06-13,6,2,44,0,0,2,0.5538,Medium
badrinath,2018-06-13,6,2,44,0,0,2,0.5538,Low
yamunotri,2018-06-14,6,3,45,0,0,0,0.3688,Medium
gangotri,2018-06-14,6,3,45,0,0,0,0.3688,Medium
kedarnath,2018-06-14,6,3,45,0,0,0,0.3688,Medium
badrinath,2018-06-14,6,3,45,0,0,0,0.3688,Medium
yamunotri,2018-06-15,6,4,46,0,0,0,0.601,Medium
gangotri,2018-06-15,6,4,46,0,0,0,0.601,Medium
kedarnath,2018-06-15,6,4,46,0,0,0,0.601,Medium
badrinath,2018-06-15,6,4,46,0,0,0,0.601,Medium
yamunotri,2018-06-16,6,5,47,1,0,1,0.7062,High
gangotri,2018-06-16,6,5,47,1,0,1,0.7062,High
kedarnath,2018-06-16,6,5,47,1,0,1,0.7062,High
badrinath,2018-06-16,6,5,47,1,0,1,0.7062,Low
yamunotri,2018-06-17,6,6,48,1,0,0,0.6912,High
gangotri,2018-06-17,6,6,48,1,0,0,0.6912,High
kedarnath,2018-06-17,6,6,48,1,0,0,0.6912,Low
badrinath,2018-06-17,6,6,48,1,0,0,0.6912,High
yamunotri,2018-06-18,6,0,49,0,0,2,0.5616,High
gangotri,2018-06-18,6,0,49,0,0,2,0.5616,Medium
kedarnath,2018-06-18,6,0,49,0,0,2,0.5616,Medium
badrinath,2018-06-18,6,0,49,0,0,2,0.5616,Medium
yamunotri,2018-06-19,6,1,50,0,0,2,0.6943,Medium
gangotri,2018-06-19,6,1,50,0,0,2,0.6943,Medium
kedarnath,2018-06-19,6,1,50,0,0,2,0.6943,High
badrinath,2018-06-19,6,1,50,0,0,2,0.6943,Medium
yamunotri,2018-06-20,6,2,51,0,0,0,0.6383,Medium
gangotri,2018-06-20,6,2,51,0,0,0,0.6383,Medium
kedarnath,2018-06-20,6,2,51,0,0,0,0.6383,Medium
badrinath,2018-06-20,6,2,51,0,0,0,0.6383,Medium
yamunotri,2018-06-21,6,3,52,0,0,1,0.5648,Medium
gangotri,2018-06-21,6,3,52,0,0,1,0.5648,Medium
kedarnath,2018-06-21,6,3,52,0,0,1,0.5648,Medium
badrinath,2018-06-21,6,3,52,0,0,1,0.5648,Medium
yamunotri,2018-06-22,6,4,53,0,0,0,0.6064,Medium
gangotri,2018-06-22,6,4,53,0,0,0,0.6064,Medium
kedarnath,2018-06-22,6,4,53,0,0,0,0.6064,Medium
badrinath,2018-06-22,6,4,53,0,0,0,0.6064,Medium
yamunotri,2018-06-23,6,5,54,1,0,0,0.7109,Medium
gangotri,2018-06-23,6,5,54,1,0,0,0.7109,High
kedarnath,2018-06-23,6,5,54,1,0,0,0.7109,High
badrinath,2018-06-23,6,5,54,1,0,0,0.7109,High
yamunotri,2018-06-24,6,6,55,1,0,0,0.9029,High
gangotri,2018-06-24,6,6,55,1,0,0,0.9029,High
kedarnath,2018-06-24,6,6,55,1,0,0,0.9029,High
badrinath,2018-06-24,6,6,55,1,0,0,0.9029,High
yamunotri,2018-06-25,6,0,56,0,0,1,0.4554,Medium
gangotri,2018-06-25,6,0,56,0,0,1,0.4554,Medium
kedarnath,2018-06-25,6,0,56,0,0,1,0.4554,Medium
badrinath,2018-06-25,6,0,56,0,0,1,0.4554,Medium
yamunotri,2018-06-26,6,1,57,0,0,0,0.4215,Medium
gangotri,2018-06-26,6,1,57,0,0,0,0.4215,Medium
kedarnath,2018-06-26,6,1,57,0,0,0,0.4215,High
badrinath,2018-06-26,6,1,57,0,0,0,0.4215,Medium
yamunotri,2018-06-27,6,2,58,0,0,2,0.6982,Medium
gangotri,2018-06-27,6,2,58,0,0,2,0.6982,Medium
kedarnath,2018-06-27,6,2,58,0,0,2,0.6982,Medium
badrinath,2018-06-27,6,2,58,0,0,2,0.6982,Medium
yamunotri,2018-06-28,6,3,59,0,0,0,0.6056,Medium
gangotri,2018-06-28,6,3,59,0,0,0,0.6056,Medium
kedarnath,2018-06-28,6,3,59,0,0,0,0.6056,Medium
badrinath,2018-06-28,6,3,59,0,0,0,0.6056,High
yamunotri,2018-06-29,6,4,60,0,0,1,0.4111,Medium
gangotri,2018-06-29,6,4,60,0,0,1,0.4111,Medium
kedarnath,2018-06-29,6,4,60,0,0,1,0.4111,Medium
badrinath,2018-06-29,6,4,60,0,0,1,0.4111,Medium
yamunotri,2018-06-30,6,5,61,1,0,1,0.7496,High
gangotri,2018-06-30,6,5,61,1,0,1,0.7496,High
kedarnath,2018-06-30,6,5,61,1,0,1,0.7496,High
badrinath,2018-06-30,6,5,61,1,0,1,0.7496,High
yamunotri,2018-07-01,7,6,62,1,0,2,0.7462,Medium
gangotri,2018-07-01,7,6,62,1,0,2,0.7462,Medium
kedarnath,2018-07-01,7,6,62,1,0,2,0.7462,Medium
badrinath,2018-07-01,7,6,62,1,0,2,0.7462,Medium
yamunotri,2018-07-02,7,0,63,0,0,0,0.4797,Medium
gangotri,2018-07-02,7,0,63,0,0,0,0.4797,Low
kedarnath,2018-07-02,7,0,63,0,0,0,0.4797,Medium
badrinath,2018-07-02,7,0,63,0,0,0,0.4797,Medium
yamunotri,2018-07-03,7,1,64,0,0,0,0.7216,Medium
gangotri,2018-07-03,7,1,64,0,0,0,0.7216,Medium
kedarnath,2018-07-03,7,1,64,0,0,0,0.7216,Medium
badrinath,2018-07-03,7,1,64,0,0,0,0.7216,Medium
yamunotri,2018-07-04,7,2,65,0,0,2,0.6827,Low
gangotri,2018-07-04,7,2,65,0,0,2,0.6827,Low
kedarnath,2018-07-04,7,2,65,0,0,2,0.6827,High
badrinath,2018-07-04,7,2,65,0,0,2,0.6827,Low
yamunotri,2018-07-05,7,3,66,0,0,1,0.3732,Medium
gangotri,2018-07-05,7,3,66,0,0,1,0.3732,Medium
kedarnath,2018-07-05,7,3,66,0,0,1,0.3732,Medium
badrinath,2018-07-05,7,3,66,0,0,1,0.3732,Medium
yamunotri,2018-07-06,7,4,67,0,0,2,0.7288,Low
gangotri,2018-07-06,7,4,67,0,0,2,0.7288,Low
kedarnath,2018-07-06,7,4,67,0,0,2,0.7288,Low
badrinath,2018-07-06,7,4,67,0,0,2,0.7288,Low
yamunotri,2018-07-07,7,5,68,1,0,0,0.7298,Medium
gangotri,2018-07-07,7,5,68,1,0,0,0.7298,Medium
kedarnath,2018-07-07,7,5,68,1,0,0,0.7298,Medium
badrinath,2018-07-07,7,5,68,1,0,0,0.7298,Medium
yamunotri,2018-07-08,7,6,69,1,0,0,0.8314,Medium
gangotri,2018-07-08,7,6,69,1,0,0,0.8314,Medium
kedarnath,2018-07-08,7,6,69,1,0,0,0.8314,Medium
badrinath,2018-07-08,7,6,69,1,0,0,0.8314,Medium
yamunotri,2018-07-09,7,0,70,0,0,2,0.4014,Low
gangotri,2018-07-09,7,0,70,0,0,2,0.4014,Low
kedarnath,2018-07-09,7,0,70,0,0,2,0.4014,Low
badrinath,2018-07-09,7,0,70,0,0,2,0.4014,Low
yamunotri,2018-07-10,7,1,71,0,0,1,0.5699,Medium
gangotri,2018-07-10,7,1,71,0,0,1,0.5699,Medium
kedarnath,2018-07-10,7,1,71,0,0,1,0.5699,Medium
badrinath,2018-07-10,7,1,71,0,0,1,0.5699,Medium
yamunotri,2018-07-11,7,2,72,0,0,1,0.699,Medium
gangotri,2018-07-11,7,2,72,0,0,1,0.699,Medium
kedarnath,2018-07-11,7,2,72,0,0,1,0.699,Medium
badrinath,2018-07-11,7,2,72,0,0,1,0.699,High
yamunotri,2018-07-12,7,3,73,0,0,1,0.4347,Medium
gangotri,2018-07-12,7,3,73,0,0,1,0.4347,Medium
kedarnath,2018-07-12,7,3,73,0,0,1,0.4347,Medium
badrinath,2018-07-12,7,3,73,0,0,1,0.4347,Medium
yamunotri,2018-07-13,7,4,74,0,0,2,0.642,Low
gangotri,2018-07-13,7,4,74,0,0,2,0.642,Low
kedarnath,2018-07-13,7,4,74,0,0,2,0.642,Low
badrinath,2018-07-13,7,4,74,0,0,2,0.642,Medium
yamunotri,2018-07-14,7,5,75,1,0,1,0.6653,Medium
gangotri,2018-07-14,7,5,75,1,0,1,0.6653,Medium
kedarnath,2018-07-14,7,5,75,1,0,1,0.6653,Medium
badrinath,2018-07-14,7,5,75,1,0,1,0.6653,Medium
yamunotri,2018-07-15,7,6,76,1,0,3,0.7905,Medium
gangotri,2018-07-15,7,6,76,1,0,3,0.7905,Medium
kedarnath,2018-07-15,7,6,76,1,0,3,0.7905,Medium
badrinath,2018-07-15,7,6,76,1,0,3,0.7905,Medium
yamunotri,2018-07-16,7,0,77,0,0,1,0.557,Medium
gangotri,2018-07-16,7,0,77,0,0,1,0.557,Medium
kedarnath,2018-07-16,7,0,77,0,0,1,0.557,Medium
badrinath,2018-07-16,7,0,77,0,0,1,0.557,Medium
yamunotri,2018-07-17,7,1,78,0,0,0,0.4399,Medium
gangotri,2018-07-17,7,1,78,0,0,0,0.4399,Medium
kedarnath,2018-07-17,7,1,78,0,0,0,0.4399,Medium
badrinath,2018-07-17,7,1,78,0,0,0,0.4399,Medium
yamunotri,2018-07-18,7,2,79,0,0,1,0.5853,Medium
gangotri,2018-07-18,7,2,79,0,0,1,0.5853,Medium
kedarnath,2018-07-18,7,2,79,0,0,1,0.5853,Medium
badrinath,2018-07-18,7,2,79,0,0,1,0.5853,Medium
yamunotri,2018-07-19,7,3,80,0,0,1,0.4381,Medium
gangotri,2018-07-19,7,3,80,0,0,1,0.4381,Medium
kedarnath,2018-07-19,7,3,80,0,0,1,0.4381,Low
badrinath,2018-07-19,7,3,80,0,0,1,0.4381,Medium
yamunotri,2018-07-20,7,4,81,0,0,0,0.6024,Medium
gangotri,2018-07-20,7,4,81,0,0,0,0.6024,Medium
kedarnath,2018-07-20,7,4,81,0,0,0,0.6024,Medium
badrinath,2018-07-20,7,4,81,0,0,0,0.6024,Medium
yamunotri,2018-07-21,7,5,82,1,0,1,0.885,High
gangotri,2018-07-21,7,5,82,1,0,1,0.885,High
kedarnath,2018-07-21,7,5,82,1,0,1,0.885,High
badrinath,2018-07-21,7,5,82,1,0,1,0.885,High
yamunotri,2018-07-22,7,6,83,1,0,2,0.5762,Medium
gangotri,2018-07-22,7,6,83,1,0,2,0.5762,Medium
kedarnath,2018-07-22,7,6,83,1,0,2,0.5762,Medium
badrinath,2018-07-22,7,6,83,1,0,2,0.5762,Medium
yamunotri,2018-07-23,7,0,84,0,0,1,0.6176,Medium
gangotri,2018-07-23,7,0,84,0,0,1,0.6176,Medium
kedarnath,2018-07-23,7,0,84,0,0,1,0.6176,Medium
badrinath,2018-07-23,7,0,84,0,0,1,0.6176,Medium
yamunotri,2018-07-24,7,1,85,0,0,1,0.4029,Medium
gangotri,2018-07-24,7,1,85,0,0,1,0.4029,Medium
kedarnath,2018-07-24,7,1,85,0,0,1,0.4029,Medium
badrinath,2018-07-24,7,1,85,0,0,1,0.4029,Low
yamunotri,2018-07-25,7,2,86,0,0,3,0.5784,Low
gangotri,2018-07-25,7,2,86,0,0,3,0.5784,Medium
kedarnath,2018-07-25,7,2,86,0,0,3,0.5784,Low
badrinath,2018-07-25,7,2,86,0,0,3,0.5784,Medium
yamunotri,2018-07-26,7,3,87,0,0,1,0.6638,Medium
gangotri,2018-07-26,7,3,87,0,0,1,0.6638,Medium
kedarnath,2018-07-26,7,3,87,0,0,1,0.6638,Medium
badrinath,2018-07-26,7,3,87,0,0,1,0.6638,Medium
yamunotri,2018-07-27,7,4,88,0,0,2,0.4262,Low
gangotri,2018-07-27,7,4,88,0,0,2,0.4262,Low
kedarnath,2018-07-27,7,4,88,0,0,2,0.4262,Low
badrinath,2018-07-27,7,4,88,0,0,2,0.4262,Low
yamunotri,2018-07-28,7,5,89,1,0,0,0.7095,Medium
gangotri,2018-07-28,7,5,89,1,0,0,0.7095,Medium
kedarnath,2018-07-28,7,5,89,1,0,0,0.7095,High
badrinath,2018-07-28,7,5,89,1,0,0,0.7095,Medium
yamunotri,2018-07-29,7,6,90,1,0,1,0.7228,Medium
gangotri,2018-07-29,7,6,90,1,0,1,0.7228,Medium
kedarnath,2018-07-29,7,6,90,1,0,1,0.7228,Medium
badrinath,2018-07-29,7,6,90,1,0,1,0.7228,Medium
yamunotri,2018-07-30,7,0,91,0,0,2,0.6193,Low
gangotri,2018-07-30,7,0,91,0,0,2,0.6193,Low
kedarnath,2018-07-30,7,0,91,0,0,2,0.6193,Low
badrinath,2018-07-30,7,0,91,0,0,2,0.6193,Low
yamunotri,2018-07-31,7,1,92,0,0,3,0.3894,Low
gangotri,2018-07-31,7,1,92,0,0,3,0.3894,Low
kedarnath,2018-07-31,7,1,92,0,0,3,0.3894,Low
badrinath,2018-07-31,7,1,92,0,0,3,0.3894,Low
yamunotri,2018-08-01,8,2,93,0,0,1,0.4857,Medium
gangotri,2018-08-01,8,2,93,0,0,1,0.4857,Medium
kedarnath,2018-08-01,8,2,93,0,0,1,0.4857,Medium
badrinath,2018-08-01,8,2,93,0,0,1,0.4857,Medium
yamunotri,2018-08-02,8,3,94,0,0,2,0.4495,Low
gangotri,2018-08-02,8,3,94,0,0,2,0.4495,Low
kedarnath,2018-08-02,8,3,94,0,0,2,0.4495,Low
badrinath,2018-08-02,8,3,94,0,0,2,0.4495,Low
yamunotri,2018-08-03,8,4,95,0,0,0,0.5294,Medium
gangotri,2018-08-03,8,4,95,0,0,0,0.5294,Medium
kedarnath,2018-08-03,8,4,95,0,0,0,0.5294,Medium
badrinath,2018-08-03,8,4,95,0,0,0,0.5294,Medium
yamunotri,2018-08-04,8,5,96,1,0,1,0.6531,Medium
gangotri,2018-08-04,8,5,96,1,0,1,0.6531,Medium
kedarnath,2018-08-04,8,5,96,1,0,1,0.6531,Medium
badrinath,2018-08-04,8,5,96,1,0,1,0.6531,Medium
yamunotri,2018-08-05,8,6,97,1,0,1,0.8916,High
gangotri,2018-08-05,8,6,97,1,0,1,0.8916,High
kedarnath,2018-08-05,8,6,97,1,0,1,0.8916,High
badrinath,2018-08-05,8,6,97,1,0,1,0.8916,High
yamunotri,2018-08-06,8,0,98,0,0,1,0.6945,Medium
gangotri,2018-08-06,8,0,98,0,0,1,0.6945,Medium
kedarnath,2018-08-06,8,0,98,0,0,1,0.6945,Medium
badrinath,2018-08-06,8,0,98,0,0,1,0.6945,Medium
yamunotri,2018-08-07,8,1,99,0,0,2,0.3702,Low
gangotri,2018-08-07,8,1,99,0,0,2,0.3702,Low
kedarnath,2018-08-07,8,1,99,0,0,2,0.3702,Low
badrinath,2018-08-07,8,1,99,0,0,2,0.3702,Low
yamunotri,2018-08-08,8,2,100,0,0,3,0.6844,Low
gangotri,2018-08-08,8,2,100,0,0,3,0.6844,Low
kedarnath,2018-08-08,8,2,100,0,0,3,0.6844,Low
badrinath,2018-08-08,8,2,100,0,0,3,0.6844,Low
yamunotri,2018-08-09,8,3,101,0,0,3,0.7205,Low
gangotri,2018-08-09,8,3,101,0,0,3,0.7205,Low
kedarnath,2018-08-09,8,3,101,0,0,3,0.7205,Low
badrinath,2018-08-09,8,3,101,0,0,3,0.7205,Low
yamunotri,2018-08-10,8,4,102,0,0,2,0.4165,Low
gangotri,2018-08-10,8,4,102,0,0,2,0.4165,Low
kedarnath,2018-08-10,8,4,102,0,0,2,0.4165,Low
badrinath,2018-08-10,8,4,102,0,0,2,0.4165,Low
yamunotri,2018-08-11,8,5,103,1,0,1,0.6291,Medium
gangotri,2018-08-11,8,5,103,1,0,1,0.6291,Medium
kedarnath,2018-08-11,8,5,103,1,0,1,0.6291,Medium
badrinath,2018-08-11,8,5,103,1,0,1,0.6291,Medium
yamunotri,2018-08-12,8,6,104,1,0,1,0.5717,Medium
gangotri,2018-08-12,8,6,104,1,0,1,0.5717,High
kedarnath,2018-08-12,8,6,104,1,0,1,0.5717,Medium
badrinath,2018-08-12,8,6,104,1,0,1,0.5717,Medium
yamunotri,2018-08-13,8,0,105,0,0,1,0.7441,Medium
gangotri,2018-08-13,8,0,105,0,0,1,0.7441,Low
kedarnath,2018-08-13,8,0,105,0,0,1,0.7441,Medium
badrinath,2018-08-13,8,0,105,0,0,1,0.7441,Medium
yamunotri,2018-08-14,8,1,106,0,0,1,0.6636,Medium
gangotri,2018-08-14,8,1,106,0,0,1,0.6636,Medium
kedarnath,2018-08-14,8,1,106,0,0,1,0.6636,Medium
